GeneFamily	AD12	AD22	AD32	CK12	CK22	CK32
K07221	0.205	0.485	0.391	1.211	2.581	0.451
K07222	18.099	11.439	10.282	2.05	11.643	20.657
K07223	0.99	2.417	2.634	1.348	0	0
K07224	0	0	0	0	0	2.702
K07226	1.519	1.208	3.323	0.772	0	0
K07227	0	1.952	2.056	0.823	0	0
K07228	1.057	0	0	0	0	0
K07231	28.225	15.995	16.603	2.281	11.16	7.231
K07232	56.628	64.128	99.818	12.857	18.594	29.361
K07233	24.361	24.775	14.405	6.312	12.507	12.542
K07234	1.52	0.914	2.196	2.519	0	1.27
K07235	11.532	19.219	6.979	10.807	10.48	43.073
K07236	15.169	14.44	1.166	2.761	0	3.473
K07237	0	0	2.155	1.077	1.608	0
K07238	49.512	74.875	55.041	44.349	94.488	117.372
K07240	46.735	44.327	43.852	12.255	23.838	34.779
K07243	0	0	0	0	0	1.138
K07245	0	0	0	0	0	1.217
K07246	0.398	5.108	0.267	0.934	1.944	7.484
K07248	44.474	95.84	65.663	77.011	133.872	127.146
K07250	22.676	13.545	17.965	4.233	4.592	5.4
K07251	0	0	0	0	0	0.652
K07254	0	0	0.531	0	5.975	0
K07255	1.776	2.823	0.758	3.951	11.805	0
K07256	0	0	0	0	4.306	0.707
K07258	132.704	118.029	144.47	23.359	45.199	62.067
K07259	16.04	34.799	60.8	10.326	15.956	13.079
K07261	33.816	38.483	71.295	8.065	9.335	19.588
K07262	0	0	0.33	0.77	0.929	1.133
K07263	146.991	137.514	199.58	31.874	72.388	66.371
K07264	0	0	0	0	0	0.879
K07265	18.942	44.937	76.951	10.913	11.698	7.085
K07266	17.434	30.924	58.916	11.112	12.048	8.152
K07267	0	0.202	0.986	0.384	0	0
K07270	35.814	15.536	15.341	0	9.309	0
K07273	4.967	3.831	2.387	0.234	1.694	2.643
K07274	0.766	0	0.971	1.08	0	0.744
K07275	0.402	0	1.203	3.276	0.725	4.299
K07276	0.803	0	0.257	0.6	0.725	1.766
K07277	20.545	30.179	32.727	21.747	28.999	37.09
K07278	0.253	1.049	3.965	1.96	0.904	3.047
K07282	0	0	0	0	0	0.352
K07283	2.04	2.089	0.8	1.068	4.037	6.004
K07284	0.953	0.539	0	2.002	1.648	0
K07285	0	0.469	1.041	3.224	2.759	1.054
K07287	0.842	5.695	2.9	2.428	0.765	0
K07289	0.12	0	0.077	0.179	0	0.517
K07290	0	0	0	0	0	0.922
K07300	0	0	0	0.476	0	0.463
K07301	192.146	201.118	199.957	63.038	146.921	166.676
K07302	18.922	43.652	81.754	13.697	45.287	43.652
K07303	0	0	1.755	0.963	1.21	0.842
K07304	209.117	155.388	166.893	40.374	105.222	118.105
K07305	269.205	186.629	199.346	57.115	144.304	188.541
K07306	2.988	5.915	1.816	1.907	3.402	9.764
K07307	3.574	3.842	0	1.939	0	11.998
K07313	24.536	11.882	11.357	0.884	6.384	11.678
K07314	0	0	0	0	0	0.867
K07315	167.645	127.245	165.045	19.901	56.349	68.904
K07316	0	3.719	0	0	0	0
K07318	2.55	5.322	5.526	0	0	5.632
K07319	0	0	0	0	0	0.599
K07320	37.47	24.157	31.125	2.552	6.486	4.731
K07322	0	0	1.129	4.218	8.157	7.097
K07323	1.163	0	2.001	4.134	7.974	6.091
K07332	1.539	0	0	0	3.494	0
K07334	8.76	8.091	5.994	3.547	15.16	17.504
K07335	138.486	120.847	125.897	24.342	67.599	104.786
K07336	1.584	2.619	3.65	2.592	12.577	11.378
K07337	16.276	6.688	9.15	0.653	7.03	1.676
K07338	0	0.778	2.115	0.835	2.45	0.995
K07340	0	0	0	0	0	2.625
K07341	87.982	49.598	47.718	5.196	17.098	25.372
K07343	0.915	1.893	4.361	1.77	0	0
K07344	7.208	0.941	0.956	1.273	0	7.147
K07347	0	0	0	0	0	1.926
K07348	0	0	0	0	0	1.15
K07349	0	0	0	0	0	3.744
K07351	0	0	0	0	0	2.525
K07353	0	0	0	0	0	3.238
K07358	0	0	0	0	0	1.965
K07374	0	1.305	0	0	0	0
K07375	1.39	0	0	0.227	0	0
K07386	0	0.492	4.296	6.155	6.967	0.456
K07387	139.645	117.199	136.426	17.149	59.935	47.32
K07390	91.502	114.137	154.684	333.539	109.966	108.613
K07391	166.386	215.748	203.884	102.302	218.106	230.063
K07393	101.359	54.401	59.24	5.241	26.003	20.922
K07394	0	0	0.951	3.485	0	0.838
K07395	2.595	2.436	0.393	1.562	12.016	11.407
K07396	0.762	1.435	4.425	1.868	0	0
K07397	101.755	80.266	79.168	24.386	55.899	68.421
K07398	0	0	0	0.723	5.21	0
K07400	44.212	36.532	42.616	11.892	8.932	12.5
K07401	91.829	50.044	51.108	5.34	20.978	24.877
K07402	40.045	60.49	85.943	19.682	12.462	44.195
K07403	21.994	0	10.877	1.251	0.549	0.669
K07404	0	0	0	0	0	1.56
K07405	0	0	0	1.574	1.03	0.846
K07406	0	0	0	0	0	1.46
K07407	0	6.326	5.708	0	0	8.464
K07442	0	0	0	0	3.449	3.615
K07443	69.555	109.683	69.654	27.218	81.49	113.396
K07444	136.936	131.668	120.01	72.079	142.25	122.698
K07445	3.335	0	1.42	0	0	0
K07446	0	0	0	0	4.835	0
K07447	185.732	130.592	185.732	42.43	83.064	76.094
K07448	3.002	6.918	3.709	0	6.486	2.993
K07452	0	19.011	1.74	0	0	0
K07456	13.746	32.564	34.129	33.496	61.843	63.577
K07458	14.6	14.806	18.275	9.055	7.687	31.347
K07459	0.241	0	0	0	0	0.584
K07460	138.756	51.216	64.079	6.139	46.244	28.802
K07461	8.211	4.681	23.063	12.393	35.046	15.243
K07462	158.851	133.174	133.739	57.277	104.397	133.134
K07463	2.754	0	0	2.332	10.271	2.823
K07464	0	0	0	0	4.244	0
K07465	0	0	0	0	0	1.187
K07466	1.089	3.904	0	1.787	5.589	0
K07470	0	0	0	0	0	4.067
K07471	0	0	0	0	0	1.319
K07473	119.567	52.288	52.868	3.907	42.784	43.867
K07477	0	0	0	1.061	3.85	0
K07478	219.703	212.202	238.79	107.018	249.123	266.577
K07479	0.476	4.053	2.767	1.827	0	1.118
K07480	0	0	0	0	0	13.62
K07481	28.875	20.819	12.66	0	0	4.197
K07482	0	0	0	2.063	7.313	0
K07483	291.061	209.672	159.525	57	210.248	229.242
K07484	306.411	185.404	157.279	66.836	201.708	289.259
K07486	216.346	162.128	152.575	59.329	214.51	267.029
K07491	127.856	79.35	92.163	23.579	49.093	55.04
K07493	0.559	0	0	0	0	0
K07495	1.67	4.817	1.537	1.386	0	0.746
K07496	53.246	33.113	40.946	0	1.482	3.104
K07497	579.871	546.287	513.552	236.567	577.651	635
K07498	19.55	16.175	12.004	10.243	53.129	45.9
K07501	27.769	52.567	47.412	53.689	82.725	64.466
K07503	4.189	3.408	0	2.411	16.3	28.998
K07505	8.197	28.007	5.142	0	0	0
K07506	0	0	0.16	1.298	2.725	1.654
K07507	1.768	1.393	2.311	1.26	0	8.107
K07512	0	0	0	0	0	1.68
K07516	47.764	88.226	66.519	71.231	173.719	152.512
K07518	0	0	0.197	0.943	1.303	0.685
K07533	0	0	0	0	0.738	0
K07536	0	0	0.875	0	0	0
K07539	6.999	12.851	3.956	4.322	0	3.265
K07552	165.676	143.483	135.506	20.991	54.477	66.26
K07560	45.62	25.993	37.211	1.512	4.525	8.345
K07561	0	0	0	1.083	7.107	0
K07566	16.428	15.003	15.513	10.05	5.169	8.722
K07568	198.57	193.435	203.572	80.604	201.631	160.83
K07571	0	0	0	0	0	2.547
K07572	0	0.469	0	0.587	2.764	1.695
K07573	0	0	0	0	6.503	0
K07574	26.275	15.391	26.314	2.875	8.773	0
K07576	8.887	15.278	11	8.143	17.681	24.189
K07577	6.338	12.086	4.64	2.909	18.155	9.801
K07580	0	0	0	0	6.882	0
K07588	39.713	94.114	108.364	67.651	129.481	136.354
K07589	0.875	6.289	2.948	3.312	0	0
K07592	0	0	0	0	0	0.558
K07636	70.647	108.064	146.871	58.53	82.272	75.605
K07637	0.462	0.4	1.514	0.616	0	1.343
K07638	19.84	12.598	12.425	2.976	7.2	4.76
K07639	0.422	0.166	0.265	0.842	1.017	2.22
K07640	0.325	1.333	1.351	0.364	0	1.079
K07641	11.46	7.411	10.872	0	0	1.726
K07642	0	0	0	0	0	0.702
K07643	0	0	0	0	0	0.934
K07644	0	0	0	0	0	0.681
K07645	0.476	0	0.304	1.066	1.143	1.431
K07647	16.22	0	10.875	0	0	0
K07648	12.376	6.955	9.612	0	0	0
K07649	17.987	42.081	69.475	11.369	10.228	11.753
K07657	207.909	159.294	184.425	25.948	74.979	81.115
K07658	28.779	45.521	41.838	45.505	98.503	69.582
K07659	113.474	122.946	146.897	28.516	51.803	61.446
K07660	0.381	2.417	4.198	3.616	0.688	0
K07661	0	2.556	2.357	4.488	5.972	2.275
K07662	18.676	28.686	12.071	4.391	13.539	9.249
K07663	6.189	3.496	0	0	0	0.814
K07665	4.698	10.898	2.727	2.203	0	13.953
K07666	0	0	0	0	0	0.862
K07667	1.485	0	0	0	0	2.499
K07669	0.357	0	0	0	0	0
K07673	0	0	0.375	0.351	0.635	4.723
K07674	0.127	1.075	1.454	0.568	0	0.284
K07675	7.421	2.261	1.326	0.405	0	0.976
K07678	10.04	7.573	8.016	1.661	2.97	0
K07679	0	0	0	0	0	0.544
K07684	0	0	1.304	1.863	1.416	0
K07685	140.919	91.56	69.945	8.895	48.098	41.599
K07686	10.763	7.868	5.053	0.651	0	0.997
K07687	0	0	0	0	0	1.755
K07689	81.834	65.325	71.507	6.479	14.625	4.206
K07693	0.849	0.567	1.157	1.269	0	0
K07700	0	0	0	0	0	2.033
K07701	0	0	0	0	0	1.777
K07708	116.636	110.306	133.748	29.073	50.036	57.519
K07709	0	0	0	0	0	1.399
K07710	0	0	0	0	0	0.788
K07711	0	0	0	0	0	1.385
K07712	130.543	125.127	144.567	26.117	57.305	74.977
K07713	0	4.362	6.09	2.089	0	1.123
K07715	0	0	0	0	0	1.087
K07722	3.611	2.845	0	0	15.221	3.483
K07724	0	0	0	0	0	2.044
K07726	14.093	14.701	6.906	4.68	12.048	28.164
K07727	29.373	40.48	39.061	29.147	51.288	49.013
K07729	45.041	91.748	147.409	40.742	101.149	99.012
K07732	1.584	0	0	1.419	4.574	0
K07733	46.379	55.573	25.261	7.064	12.75	9.904
K07734	2.381	13.944	6.92	12.343	24.998	17.354
K07735	134.787	104.224	98.573	33.031	71.746	100.057
K07736	207.813	169.699	174.069	356.072	231.42	272.799
K07738	251.418	195.269	195.576	339.426	198.307	200.877
K07739	1.968	0	0	1.516	4.941	0
K07740	0.525	3.534	2.461	0.452	2.186	0
K07742	23.312	45.538	72.192	16.682	15.542	4.667
K07746	87.313	205.948	83.99	64.915	135.756	113.038
K07749	35.347	58.351	114.145	23.452	27.773	4.952
K07751	18.261	13.408	16.321	2.282	0	3.126
K07755	10.062	25.131	21.175	8.697	31.407	31.761
K07771	0	0	0	0	0	0.847
K07772	92.211	59.889	54.376	2.642	20.253	32.371
K07773	42.036	22.669	32.584	3.407	0.983	0
K07774	21.027	42.653	76.465	10.645	13.247	25.843
K07776	0	0	0	0	1.405	0
K07778	0.801	1.774	0.726	0.787	0	0
K07783	50.527	27.629	32.306	1.557	0	3.01
K07784	29.748	20.616	22.75	1.621	2.853	2.122
K07786	0	0	0	0	0	3.455
K07787	108.4	142.582	94.787	93.133	176.187	146.514
K07788	0	0	0	0	0	0.296
K07791	5.538	4.149	4.969	0.517	0	1.213
K07792	34.258	18.106	24.198	1.283	0.305	0.739
K07793	284.573	242.424	281.714	57.491	150.846	170.32
K07794	47.982	68.682	94.327	12.352	12.881	9.151
K07795	68.954	69.41	97.998	15.451	10.361	17.627
K07796	0	0	0	0	0	0.718
K07797	0	0	0	0	0	0.434
K07798	31.298	43.792	25.125	26.552	50.555	34.598
K07799	0	0	0	0	0	0.801
K07803	0	1.121	0	0	0	1.591
K07806	0	0	0	0	0	0.889
K07810	0	0	0	0	0	2.149
K07811	38.212	25.867	24.718	2.577	0	0
K07812	2.904	0	2.348	3.369	5.242	14.871
K07814	51.036	32.401	31.447	3.308	3.252	0.281
K07821	0	0	0	0	0	0.463
K07862	10.877	8.874	9.488	0.83	0.332	0.803
K07937	0.903	0	0	0	0	0
K07979	0	2.524	10.004	2.275	14.395	0
K08082	0.413	0	0.276	0.772	1.492	0.454
K08083	0.329	0	0.231	4.064	3.558	0
K08084	0	1.193	2.06	3.586	2.16	1.029
K08086	0.669	1.47	0.82	0.924	1.075	0.583
K08092	0	0	0	0	0.417	3.11
K08093	16.507	23.809	14.465	4.407	24.063	17.576
K08094	11.201	10.587	8.198	1.503	2.776	6.761
K08096	0	0	0	0	3.094	0
K08097	0	0	0	0	5.068	0
K08137	0	0	0	0	0	1.061
K08138	15.161	25.645	23.001	8.814	22.713	38.547
K08151	53.306	33.957	25.568	3.275	15.511	32.349
K08153	3.484	5.297	4.17	7.1	14.663	3.268
K08154	6.032	6.881	6.036	0.682	0	1.276
K08156	0	0	2.482	0	0	1.288
K08159	0	0	0	0	0	1.691
K08160	0	0	0	0	0	1.626
K08162	0	0	0	0	0	0.416
K08167	0	0	0	0	8.753	12.728
K08169	0	0	0	0	0	0.707
K08172	0	0	0	0	0	1.886
K08177	0	0	0	0	0	0.418
K08191	14.462	21.029	18.551	11.494	36.99	35.544
K08194	8.213	8.735	10.769	1.673	6.356	6.398
K08195	0	0	0	0	0	0.728
K08217	3.415	14.329	5.463	4.337	11.101	10.134
K08218	26.758	18.74	22.582	5.917	23.122	19.581
K08219	0	0	0	0	0	0.441
K08223	0	0	0	0	0	0.788
K08224	0	0	0	0	0	1.595
K08225	0	0	0	0	0	2.399
K08227	0	0	0	0	0	3.393
K08234	0.853	2.015	2.726	1.911	0	0
K08261	3.098	0	0	0	0	0
K08276	0	0	0.296	0	0	0
K08281	19.172	10.027	8.38	3.27	8.024	10.605
K08289	16.664	9.472	11.138	7.37	10.866	6.352
K08295	102.457	86.026	109.985	20.037	57.94	58.241
K08296	1.068	2.456	4.005	5.087	0.913	1.241
K08298	0	0	0	0	0	1.649
K08299	56.179	62.679	85.057	18.12	39.318	60.99
K08300	24.261	18.992	10.174	12.787	51.066	89.521
K08301	93.147	125.343	81.187	52.614	134.99	163.667
K08302	0	0	0	0	0	1.233
K08303	93.555	138.594	83.183	265.368	86.114	110.816
K08304	90.79	55.002	49.839	7.004	25.722	29.786
K08305	0.472	1.708	0.511	0.842	2.322	0.877
K08306	18.4	13.592	15.821	0.304	0	0
K08307	13.479	32.286	29.336	23.322	40.493	54.648
K08309	12.747	8.391	6.246	0.5	3.309	4.16
K08310	0	0.779	0.422	0.985	1.872	0
K08311	80.584	53.806	60.638	9.076	17.193	25.616
K08312	6.487	8.762	5.658	3.068	2.192	3.208
K08313	0	0	0	0	0	1.714
K08314	0	0	0	0	0	2.571
K08315	0	0	0	0	0	1.368
K08316	39.92	21.799	19.699	1.482	14.764	11.89
K08317	0	0	0	0	0	1.875
K08319	0	0	0	0.195	0	0.584
K08320	0	0	0	0	0	1.701
K08321	0	0	0	0.647	2.887	5.069
K08323	0	0	0	2.895	0	0.399
K08325	19.36	23.652	28.424	29.2	23.883	32.854
K08344	3.583	4.389	2.974	3.592	8.327	15.371
K08348	0	0	0	0	0	0.195
K08350	0	0	0	0	0	3.415
K08352	0	38.099	20.823	21.03	39.975	41.778
K08354	0	0	0	0	0	1.383
K08355	0	0	0.294	0	0	6.563
K08356	1.526	0	0	1.027	3.169	10.095
K08357	27.9	17.578	18.007	0.626	1.123	0
K08358	61.005	36.126	28.629	0	0	0
K08359	52.515	37.95	40.039	2.77	3.341	0
K08363	93.321	43.42	46.79	7.818	36.111	39.187
K08364	14.826	14.993	11.011	1.177	25.254	20.97
K08365	112.589	55.037	57.647	10.348	51.951	85.639
K08368	0	0	0	0	0	2.235
K08369	0	0	0	0	0	2.209
K08372	0.191	0	0	0	0	1.741
K08483	51.574	28.898	35.04	2.117	1.607	1.582
K08484	12.908	7.86	8.831	3.914	18.279	25.84
K08485	22.54	10.878	22.158	0.325	0	5.485
K08517	0	0	0	0	0	2.407
K08591	27.491	28.121	26.067	3.684	7.994	0
K08602	23.557	22.196	18.354	13.877	43.284	48.652
K08604	0	0	1.319	0.437	0.704	0
K08641	9.403	17.522	14.328	11.306	21.108	23.896
K08642	0	0	0	0.109	0	0.322
K08676	11.002	19.422	15.278	20.346	27.944	32.004
K08678	68.283	107.973	109.38	59.288	77.22	101.282
K08679	14.602	53.793	13.361	24.076	32.937	49.942
K08680	0.615	1.797	0.59	2.067	0	0.722
K08682	0	0	0	0	0	1.017
K08688	173.363	123.928	150.493	31.568	90.235	114.052
K08691	158.218	116.7	100.75	34.214	153.079	178.551
K08692	147.155	92.342	72.736	15.421	52.169	51.312
K08714	49.362	63.509	105.377	15.149	33.425	29.489
K08722	18.805	8.143	14.714	2.34	3.788	0
K08723	0.381	0	2.436	0.568	0	0.833
K08738	70.809	54.335	114.081	12.553	19.707	17.569
K08744	3.187	4.392	2.271	3.66	13.085	12.666
K08770	2.79	1.956	0.927	1.737	2.177	1.448
K08776	0.084	0	0	0	0.761	0.927
K08851	0	2.058	0	0	2.508	0
K08884	0.101	0	0	0	0	0
K08926	0	1.901	0.546	2.475	0	0
K08928	0	0	0	0.709	0.836	2.643
K08929	0	0	0	0.371	0	0
K08963	60.85	46.585	37.841	6.769	23.868	30.188
K08964	0	0	0.268	0	0	0
K08967	0	0	0.314	0.732	0	4.345
K08968	77.57	77.931	74.119	44.483	94.785	93.282
K08970	0	0	0	0	0	1.189
K08972	0	0	1.307	0	7.329	0
K08973	22.39	76.97	142.443	45.929	61.582	46.439
K08974	5.758	14.536	11.801	12.45	17.358	7.772
K08975	0	0	0	1.641	6.171	0
K08976	2.075	13.008	5.169	5.946	4.492	7.299
K08981	0.255	0.903	0.985	1.507	1.611	1.641
K08982	2.752	8.845	6.777	5.87	17.215	20.005
K08984	14.174	9.247	12.425	4.6	4.377	0
K08985	0.288	0.848	1.01	0.429	0	0
K08987	5.201	14.41	4.561	0	8.161	18.112
K08989	0	0.884	0	0.559	0	0
K08990	0.408	2.411	0.392	1.31	0	0.483
K08992	0	0	3.194	4.92	0	10.143
K08993	16.177	7.837	9.286	0.644	0	3.975
K08994	5.505	5.131	3.231	0.195	0.47	2.514
K08996	0	0	0	0	0	0.945
K08997	0.153	0.544	0.196	0.802	1.108	0
K08998	34.123	57.059	63.05	25.838	84.191	89.057
K08999	55.243	88.304	55.845	54.158	112.338	111.44
K09001	71.409	34.404	28.768	4.035	18.275	25.84
K09004	0	0	0	0.488	0	0
K09005	4.292	5.977	3.483	3.153	9.481	0
K09007	132.503	131.912	140.322	246.254	100.591	109.049
K09011	28.522	51.543	34.496	20.485	49.968	57.084
K09013	192.051	285.624	233.621	394.863	406.053	404.004
K09014	409.639	530.114	383.855	577.408	843.251	876.044
K09015	193.04	199.813	201.386	74.86	176.231	190.825
K09017	63.19	27.023	25.512	3.29	22.218	26.214
K09019	0	0	2.606	1.353	5.245	1.994
K09020	0	0	0.661	0	1.526	0
K09021	0	0	0	0	0	1.851
K09022	4.211	1.437	3.378	10.096	15.137	2.666
K09023	0	0	0	0	0	1.351
K09065	5.167	2.298	2.072	2.738	10.133	8.063
K09117	58.171	101.303	145.307	39.372	61.962	62.493
K09118	0.209	0	0	1.494	7.035	0.612
K09121	0	0	0	0	0.679	0
K09123	0	1.497	0	0	7.331	5.616
K09125	90.614	125.76	153.869	53.51	130.517	107.218
K09131	26.837	25.946	28.95	0	1.005	0
K09134	12.064	12.573	19.834	10.572	23.775	18.627
K09136	12.703	6.588	7.448	5.592	17.116	12.656
K09140	1.366	1.603	0	0	5.748	0
K09142	0	0	0	0	1.929	0
K09143	0	0	0	0	7.815	0
K09148	0	0	0	0	4.412	0
K09152	2.637	1.043	0	1.973	7.906	0
K09158	43.813	30.789	39.556	6.213	2.346	13.184
K09159	6.492	3.3	5.35	2.61	1.962	0
K09160	45.677	50.623	102.493	19.223	17.715	24.925
K09161	10.223	7.942	4.241	0.425	0	0
K09162	0	0	0	2.655	3.845	5.41
K09164	0	0	0	0	0.771	0
K09165	27.73	25.505	16.768	11.857	6.352	17.414
K09166	0	2.155	0	0	0	0
K09181	10.283	7.103	7.562	0	0	6.169
K09251	0	0	0	0	0	0.386
K09384	1.121	0	0	0	1.701	0.443
K09386	2.12	1.507	2.092	0	4.85	3.824
K09456	1.568	0.619	1.002	1.268	0.938	0.286
K09457	56.194	78.938	85.965	55.351	121.091	125.863
K09458	250.99	301.879	248.146	402.821	319.195	293.437
K09461	17.997	19.365	15.081	4.778	10.647	23.671
K09470	10.846	7.587	7.387	0	0	1.735
K09471	21.18	36.592	73.466	25.017	30.339	38.754
K09472	179.871	103.393	99.388	12.789	50.976	77.523
K09473	0	0	0	0	0	3.371
K09475	0	0	0	0	0	0.45
K09477	0	0	0	0	0	0.335
K09516	4.086	8.917	9.532	12.535	5.348	0
K09565	0	0	0	0	1.644	0
K09607	0.151	0.531	0.145	0.225	0	0
K09612	0	0	0	0	0	1.509
K09688	0.318	0	0.203	0.711	0	0
K09689	156.435	107.643	143.674	25.877	56.616	75.219
K09690	1.66	2.813	2.679	7.725	12.586	4.553
K09691	0	10.684	8.672	17.239	23.342	12.997
K09694	0.617	0	0	0	0.542	1.355
K09696	0.585	0.692	1.118	0.597	0	0
K09697	0	3.141	4.842	2.839	0	3.478
K09699	32.428	45.93	88.208	10.786	19.759	12.127
K09700	52.024	120.466	26.05	46.921	71.589	90.035
K09701	0	0.706	0.955	1.471	4.214	1.321
K09705	0	1.513	1.229	1.042	3.851	2.365
K09707	0	0.742	0.402	1.098	0	0
K09709	0	0	0	0	0	2.199
K09710	77.013	92.087	175.125	90.88	202.972	147.521
K09712	0.884	0.519	0.521	0	0	0
K09721	1.83	0	0	0.713	0.862	0
K09722	0	0	0	0	4.022	0
K09723	1.962	0.483	0	0.936	9.854	0
K09732	0	1.096	0	0	0	0
K09747	287.928	184.593	235.491	311.893	136.058	134.621
K09748	163.811	105.013	99.494	21.19	80.112	81.437
K09749	0.397	1.407	1.356	0.294	0	0
K09758	0.276	4.271	4.53	0.723	2.339	0
K09759	0	0	0	0.803	11.068	0
K09760	131.05	110.208	97.073	38.793	117.75	118.505
K09761	87.776	54.464	56.94	19.39	43.986	30.207
K09763	0	1.393	0	0	0	0
K09764	0	0	0.644	3.762	0	0
K09766	0	1.156	0	0	0	0
K09767	5.029	5.687	5.753	4.791	13.044	14.856
K09768	136.726	77.655	65.821	13.312	47.738	67.991
K09769	19.768	40.825	77.164	20.629	29.074	28.665
K09771	40.503	26.353	22.358	4.882	17.006	30.682
K09772	0.833	0	0	0	0	0.916
K09773	22.328	15.25	20.623	288.05	41.226	31.944
K09774	122.783	62.29	64.316	6.877	53.078	52.965
K09775	0	0	0.484	0.563	0	0
K09777	0	0	0.791	0	0	1.054
K09778	39.276	25.691	19.895	3.098	11.463	15.608
K09780	219.117	162.189	184.524	18.373	76.881	59.073
K09781	134.481	108.146	146.803	21.17	47.606	52.333
K09786	166.905	113.541	114.776	220.934	63.44	71.275
K09788	12.986	13.213	13.325	5.058	6.92	5.637
K09790	0.911	0	1.322	0.552	2.979	5.617
K09791	47.504	88.428	99.421	17.912	61.965	8.754
K09792	10.086	12.221	21.16	8.369	10.768	20.476
K09793	6.393	21.912	14.211	6.485	20.15	12.786
K09794	45.379	83.753	124.753	36.692	20.303	42.344
K09795	0	0	0	0	0	0.47
K09796	10.094	11.799	7.259	6.823	10.729	24.376
K09797	33.879	27.077	26.753	2.398	1.287	0
K09798	1.202	1.288	0.169	1.059	1.01	3.602
K09800	0.052	0.062	0	0.036	0	0
K09801	39.976	14	27.83	2.07	4.678	0
K09802	32.327	17.029	21.552	0	2.958	5.89
K09803	2.831	4.228	0	0.703	1.477	14.161
K09804	0	1.417	0	0	0	0
K09806	250.371	190.21	257.396	64.354	151.328	166.085
K09807	1.408	3.366	5.499	5.184	7.303	1.554
K09808	146.435	128.215	159.078	47.518	90.211	118.123
K09810	116.083	126.594	95.124	63.489	127.587	146.609
K09811	140.282	167.684	199.701	79.407	130.058	130.254
K09812	246.466	251.465	242.709	86.784	247.216	302.599
K09815	7.846	18.099	30.628	0.584	0	3.267
K09816	64.698	32.099	15.298	5.938	31.654	33.367
K09817	9.994	10.37	10.03	3.825	7.551	8.59
K09819	0	1.68	0	0	0	0
K09822	0	0	0.341	0.661	0.321	1.171
K09823	99.306	49.263	46.829	7.26	34.044	39.999
K09825	3.573	9.655	4.245	0	3.986	3.644
K09826	114.2	99.987	119.506	15.473	46.364	37.872
K09836	0	0	0	0	0.643	0
K09857	0	0	0.565	0.989	0	0
K09858	0	0	0	0	0	4.176
K09859	0.496	1.583	1.732	0.741	0	0
K09860	30.755	14.386	20.011	1.422	1.705	0
K09861	83.47	94.656	123.842	24.066	33.984	24.332
K09862	30.618	33.064	34.526	13.608	0	4.144
K09866	0	1.427	0	0	0	0
K09880	0.379	0	0.242	1.124	0.665	0.814
K09882	169.191	145.147	151.528	54.125	154.082	192.04
K09883	123.205	105.832	121.188	28.528	84.819	99.338
K09888	33.871	40.864	44.963	35.97	66.421	61.677
K09889	6.344	7.806	8.031	3.722	2.884	2.265
K09890	9.74	3.02	4.095	0	0	0
K09891	3.162	0	2.047	0.992	2.406	1.994
K09892	1.293	7.156	23.706	7.744	22.148	0
K09893	25.353	17.449	19.221	3.55	0.99	0
K09894	0.565	2.404	2.338	1.095	0	0
K09895	17.434	1.369	17.763	4.572	0	3.074
K09896	7.396	5.008	4.626	0	0	0
K09897	3.021	0	5.153	0	0	0
K09898	0	7.401	4.309	0	0	0
K09899	1.316	3.164	7.546	0.492	0	0
K09900	6.104	7.082	9.075	0.886	0	0
K09901	7.758	5.505	6.967	0.827	0	0
K09902	4.225	2.973	4.542	5.177	0	0
K09903	273.572	293.898	271.115	378.558	399.092	356.893
K09904	2.863	6.766	0	1.895	0	0
K09906	18.034	15.019	16.941	1.607	0	0
K09907	0	0	0.286	0	0	0
K09908	0	4.855	6.863	2.265	0	1.762
K09909	0	0.932	1.107	0.949	5.808	0
K09911	11.613	11.682	10.214	1.454	0	0
K09912	0.509	0	0.661	2.761	1.865	1.135
K09913	0	6.401	2.481	2.251	2.72	3.239
K09914	0	0	0	0	0	1.039
K09915	25.247	8.809	12.891	0.589	0	0
K09916	7.068	0	9.288	1.416	1.265	0
K09918	8.983	5.767	4.307	2.088	0	0
K09919	95.074	50.495	49.106	4.9	26.446	33.099
K09920	38.77	26.917	31.779	2.503	1.19	3.057
K09921	87.661	72.04	99.472	11.001	46.329	28.579
K09922	0	5.756	0.838	2.794	0	0
K09923	0	0	1.917	1.617	0	2.475
K09925	0	0	0	0	0	1.004
K09926	2.007	4.868	8.744	2.05	0.994	1.2
K09927	6.426	2.637	4.248	0.708	0.694	0.406
K09928	159.237	90.875	92.321	12.737	41.331	31.791
K09929	0.654	1.541	0.619	2.115	1.704	1.383
K09930	7.253	6.101	8.316	4.468	9.891	8.9
K09931	0.476	0	1.525	1.616	1.719	4.074
K09933	11.08	23.544	17.264	11.976	27.658	24.195
K09935	0	0	0	0	0	1.464
K09936	126.427	86.748	64.597	5.685	36.611	41.439
K09937	5.065	11.423	10.446	0	0	0
K09938	0.16	1.185	0.853	0.888	2.162	1.881
K09939	0.861	0.525	3.242	0.311	0	0
K09940	5.48	3.012	13.457	22.706	15.489	2.791
K09941	1.085	3.439	6.777	2.818	0.898	0
K09946	5.49	3.197	8.775	3.573	0	6.557
K09947	3.754	6.065	15.343	3.491	3.954	4.393
K09948	49.817	19.983	37.453	11.055	22.013	16.017
K09949	13.142	30.332	60.414	10.975	7.299	6.196
K09950	8.788	8.029	10.821	1.86	0.986	0
