#OTUID	CK12	DA21	CK31	DA23	DA13	DA12	A11	AD32	A21	CK21	AD22	CK22	AD21	AD12	DA22	A23	CK23	AD33	AD31	DA11	CK33	AD23	A22	AD11	AD13	CK13	A13	A12	CK11	CK32
NCBI2558918	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	9	0	0
NCBI2558931	0	11	0	56	51	0	0	0	0	0	0	0	0	0	8	0	0	0	5	0	26	0	0	0	0	0	0	0	0	0
NCBI2559073	0	3	0	2	0	0	0	11	0	0	0	0	0	0	0	0	3	0	2	0	2	0	4	0	0	0	0	0	0	9
NCBI2559597	0	8	146	4	1	0	0	169	8	0	376	0	48	0	0	3	0	196	237	0	1157	94	11	0	1	0	1	0	0	249
NCBI255984	91	0	0	0	370	0	0	0	0	0	0	387	0	0	0	0	919	0	0	0	0	0	0	172	0	87	0	54	251	0
NCBI256	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NCBI2560028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
NCBI2560029	0	0	16	0	0	0	0	0	0	0	0	0	60	0	0	14	0	0	24	0	0	21	0	0	0	0	0	0	0	21
NCBI2560053	186	26	28	57	91	77	113	42	123	35	57	36	108	194	50	139	21	15	34	82	9	105	109	120	154	135	146	144	191	9
NCBI2560057	0	0	0	0	0	0	0	0	45	4	0	4	0	0	0	18	3	0	0	0	0	0	11	0	0	0	0	0	0	0
NCBI2560058	0	13	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	64	36	0	0	0
NCBI2561924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
NCBI2562282	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2562284	0	5	0	7	6	0	0	0	0	0	1	0	0	7	7	0	8	0	0	0	2	0	0	0	4	0	0	0	7	0
NCBI2562285	157	65	43	107	203	725	218	52	230	147	239	92	938	169	64	92	166	5	56	138	25	168	434	398	206	427	730	277	304	12
NCBI2562582	91	0	20	0	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	29
NCBI2562705	21	2	0	2	12	15	10	6	8	7	2	15	5	11	4	6	14	1	4	15	3	1	15	4	7	16	13	6	12	1
NCBI2563896	0	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI2563897	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2564099	0	3	0	0	0	0	0	4	0	0	0	1	1	0	2	2	0	1	0	0	1	0	2	0	0	0	0	0	1	0
NCBI2565366	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2565554	0	4	8	0	7	0	0	0	7	0	0	0	0	4	0	13	0	0	10	0	0	0	4	0	0	0	0	5	0	17
NCBI2565555	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2565556	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0
NCBI2565558	1427	105	5	211	1742	1463	646	4	30	211	52	149	20	990	117	79	137	8	0	1230	5	32	28	851	966	1719	1324	824	1609	11
NCBI2565782	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2565926	2	0	1	0	0	0	0	1	0	0	0	2	5	0	6	4	0	1	0	1	1	1	1	0	0	0	0	0	3	2
NCBI256618	610	1749	616	2098	345	933	314	2694	102	820	229	625	322	185	790	557	442	7391	2922	188	2455	271	354	427	102	618	417	624	181	2485
NCBI256701	0	0	0	0	0	0	0	0	0	0	0	0	7	280	0	0	0	0	0	0	0	36	29	91	436	0	0	0	0	0
NCBI2567881	0	3	0	0	0	3	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2
NCBI2567884	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2567941	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	6	8	0	0
NCBI256839	0	0	10	0	0	0	0	0	0	0	29	0	39	9	0	0	0	14	0	0	0	70	0	0	0	0	0	0	0	13
NCBI2569540	2	2	4	2	7	1	5	1	2	1	0	1	0	1	2	4	1	8	4	3	2	7	2	2	0	7	1	7	6	8
NCBI2569541	93	86	68	89	126	121	283	161	51	49	151	54	174	76	71	170	56	114	179	143	160	81	51	44	46	85	346	228	129	201
NCBI2570561	3424	469	65	627	2775	2860	1665	65	1111	207	1148	184	568	1263	339	795	326	450	133	2545	51	822	1276	1562	1926	3162	1774	1689	4247	263
NCBI2571029	4	3	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	12	5	0	0	0	0	0	0	0	0	0
NCBI2571030	0	0	0	5	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
NCBI2571115	0	0	0	0	185	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2571116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2571747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
NCBI2571748	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2571749	0	156	0	102	0	0	0	0	0	143	7	187	0	0	243	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2572036	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	20	11	0	0	0
NCBI2572577	0	0	0	3	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	3	0	0
NCBI2572594	0	0	1	0	0	0	0	0	53	0	3	0	8	0	0	9	0	6	0	0	19	5	7	2	0	0	0	0	0	0
NCBI2572923	0	0	1	0	0	0	0	3	0	0	1	0	5	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI257394	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
NCBI257402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NCBI2575361	5	23	0	6	28	34	21	12	15	15	10	26	19	40	4	0	9	19	0	53	19	24	0	39	109	72	17	21	46	28
NCBI2575375	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2575923	35	41	10	14	0	20	0	10	11	12	0	15	8	56	21	45	14	50	29	55	10	13	0	0	0	0	0	71	0	32
NCBI2576307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI2576376	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2576756	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NCBI2576841	64	26	0	11	0	0	0	0	0	0	0	0	0	0	0	74	13	95	0	0	35	16	0	0	0	0	0	322	110	70
NCBI2576891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
NCBI257708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2578106	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2578107	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	22	5	8	0	0	0	0	0	0	10
NCBI2579791	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	2	0	0	6	13	0	5
NCBI2579935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NCBI2579971	161	24	11	71	120	172	51	26	29	54	8	51	17	87	54	78	43	71	23	53	22	9	35	82	88	99	74	34	74	66
NCBI2579977	0	0	7	0	0	39	0	0	4	0	0	0	0	0	0	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI258	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI258224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
NCBI2582419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	160	0	0	0	0	0	0	16	0	0	0	0	0	0	0
NCBI2582831	18	192	7	4	42	4	0	5	37	40	30	77	46	50	3	52	0	0	0	44	13	36	20	18	31	12	12	9	11	10
NCBI2582905	23	0	22	8	16	5	0	4	0	0	0	0	12	97	8	5	0	5	5	33	0	0	0	44	88	15	59	0	38	0
NCBI2582913	0	2	0	0	0	0	1	0	6	2	1	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	1	0	2	2
NCBI2583243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2583374	22	0	0	0	10	2	30	0	0	0	0	0	0	89	0	0	0	0	0	22	0	0	0	50	16	3	21	48	4	0
NCBI2583377	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2583452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2583532	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NCBI2583587	163	15	7	58	203	122	219	1	34	33	26	37	21	206	19	11	29	7	0	142	1	28	12	184	158	131	216	214	169	11
NCBI2583823	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NCBI2583851	0	0	0	0	0	0	0	0	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2583989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NCBI2584094	484	163	206	145	387	191	129	80	324	326	81	239	56	394	194	373	225	104	98	240	123	181	740	249	89	258	203	200	266	36
NCBI2584122	39584	6031	5556	9448	31695	40220	79495	1312	31585	1857	21891	2529	12168	60620	3889	7742	1640	2025	1032	34052	3027	43916	14073	75177	81078	46700	101074	70675	48696	3010
NCBI2584466	0	9	0	0	0	4	0	0	0	0	0	0	8	0	0	3	0	5	0	0	11	9	1	0	0	0	0	0	0	0
NCBI2584943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	185	0	0	0	0	0	0	0	0	0
NCBI258505	0	4	3	8	0	0	0	1	1	3	2	1	5	0	9	12	5	2	3	0	2	0	3	0	6	0	0	0	0	1
NCBI2585118	0	66	0	0	0	0	0	0	0	19	0	0	0	0	158	51	64	0	10	0	0	0	0	0	0	0	0	0	0	0
NCBI2585717	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2585771	2	0	0	3	0	0	1	1	3	1	3	1	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	3	0	0
NCBI2587163	118	30	25	32	69	105	136	58	74	46	35	49	167	449	47	170	39	11	31	67	28	76	98	91	139	108	214	144	62	16
NCBI2587808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2587842	10	0	0	1	0	0	0	1	3	1	0	1	0	3	2	0	0	0	0	1	1	2	2	2	5	11	0	2	0	2
NCBI2587844	0	5	0	0	0	0	13	0	10	0	0	0	0	6	0	0	2	0	0	0	3	3	7	0	36	5	0	165	0	0
NCBI2587845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
NCBI2587846	4	9	8	10	19	0	11	0	22	7	5	0	6	7	0	26	9	9	12	17	0	2	26	11	9	0	4	25	8	0
NCBI2587847	204	105	75	149	132	78	134	103	166	103	110	72	139	237	147	252	110	87	76	128	115	124	256	137	132	113	230	129	119	98
NCBI2587848	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NCBI2587849	0	0	0	0	0	0	7	0	0	8	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	51	0	0
NCBI2587850	69	9	33	6	22	30	25	14	67	9	55	38	55	33	33	84	0	0	5	5	22	56	53	20	58	81	34	27	11	9
NCBI2587851	147	124	54	180	99	117	93	24	88	149	28	101	41	187	281	133	155	33	20	78	38	75	207	150	139	132	166	221	171	12
NCBI2587852	19	4	5	10	19	24	23	4	34	9	22	7	41	50	21	45	15	7	17	28	6	21	31	23	43	42	73	58	71	6
NCBI2587853	122	85	456	151	123	71	159	313	159	76	353	101	744	112	206	389	70	95	222	92	424	585	363	153	100	83	122	74	134	131
NCBI2587854	125	0	0	11	42	48	98	0	15	0	17	38	0	95	17	34	19	14	0	75	0	24	44	213	117	160	197	124	115	0
NCBI2587855	2067	266	268	365	1490	1586	954	177	466	479	362	374	785	862	429	927	466	84	118	927	240	655	843	706	1579	1467	1409	1173	1734	128
NCBI2587856	1	6	1	0	2	0	0	0	0	0	0	0	1	3	0	0	0	0	2	0	2	0	1	2	0	0	4	0	7	0
NCBI2587858	2628	1092	1155	827	1648	1541	1501	442	1039	1378	655	1128	1192	932	885	1927	1095	608	470	1848	562	996	1462	902	1600	1880	1626	1482	1989	629
NCBI2587861	0	0	0	0	9	1	5	12	0	5	0	0	0	2	3	1	5	1	3	0	7	2	4	12	1	6	1	0	2	0
NCBI2587862	0	0	2	2	0	0	4	1	1	1	6	0	3	2	0	4	0	1	1	0	2	10	8	1	2	0	8	3	1	0
NCBI2587865	6	7	1543	1	14	1	44	1616	32	1	1551	1	3071	12	5	12	0	162	790	0	1437	2922	24	29	9	5	15	16	16	284
NCBI2587868	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
NCBI2587869	9601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2588299	3179	819	310	1406	1609	1835	864	468	1131	1430	728	1013	1305	2229	863	2178	1355	263	885	1245	578	796	1596	1734	1290	2681	2306	1276	2270	249
NCBI2588449	5	0	0	0	0	17	43	12	66	0	10	9	9	0	0	0	9	0	0	0	0	8	13	22	42	54	0	0	6	0
NCBI2588711	129	6	19	17	171	217	113	9	46	20	10	36	46	218	12	113	10	20	12	125	16	33	47	126	228	194	173	125	273	26
NCBI2589074	57	5	4	0	79	37	64	0	10	6	4	6	0	91	7	39	6	0	14	91	4	3	11	18	97	49	119	81	53	0
NCBI2589076	0	1	1	1	4	4	7	1	0	3	0	5	0	2	3	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1
NCBI2589790	73	0	0	116	0	0	0	0	123	0	0	0	82	0	0	161	0	318	0	0	0	141	0	32	0	0	0	0	0	0
NCBI2589797	0	0	0	0	8	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	15	0	0	0
NCBI2589818	3	6	45	11	3	6	6	15	63	5	39	34	76	15	12	137	29	10	19	5	53	48	236	5	19	15	15	4	2	5
NCBI2589967	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2589974	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2589976	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	34	0	0	0	1	0	0	0	0	5	0	0
NCBI2589986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCBI2589987	0	0	0	1	0	2	0	3	4	1	0	6	1	1	2	1	0	1	1	0	0	5	0	0	2	1	0	2	0	3
NCBI2589990	60	4	60	6	71	19	663	18	58	1	76	1	43	532	4	4	3	5	9	13	11	209	2	551	700	44	291	401	161	16
NCBI259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
NCBI2590012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2590015	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0
NCBI2590016	2	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	2	0	0	1	1	0	0	0	0	2	0
NCBI2590021	0	0	51	0	0	0	25	0	10	0	123	0	0	0	0	0	0	58	14	0	12	35	0	16	0	0	0	37	6	47
NCBI2590022	0	0	9	0	0	3	7	3	0	1	390	1	4	0	1	0	3	267	14	0	65	734	0	0	0	4	13	0	4	219
NCBI2590551	0	0	0	1	0	7	1	0	0	0	8	0	0	3	0	0	0	0	0	4	0	0	0	3	2	3	13	3	4	0
NCBI2590774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
NCBI2590785	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2590869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	6	0	0	0	0	0	0	0	0
NCBI2590884	91	3	18	15	28	43	70	1	22	22	14	19	4	97	8	2	15	8	4	73	8	29	2	28	121	180	65	9	47	9
NCBI2590900	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	1	2	1	1	3	1	0	0	0	0	0	0	2
NCBI2591108	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2591109	0	0	0	0	0	264	0	0	0	0	0	0	0	0	17	0	64	0	62	0	0	0	0	75	0	0	72	0	118	33
NCBI2591145	0	0	22	0	0	0	0	0	0	0	0	0	12	0	3	10	0	0	0	0	7	3	0	0	0	0	0	0	0	0
NCBI2591463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
NCBI2591633	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	5	0	3	0	8	0	0	0	0	0	0	0	0	0	0
NCBI2591634	0	0	0	2	1	0	4	0	2	2	4	10	0	0	1	0	2	1	0	1	0	1	1	2	3	3	3	6	4	0
NCBI2592334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0
NCBI259313	0	0	0	0	0	0	0	0	0	1045	0	0	0	0	0	0	0	0	0	0	0	0	2779	0	0	0	0	0	0	0
NCBI2593653	2	17	10	18	0	6	8	6	4	7	1	1	6	0	31	6	5	9	22	0	11	6	19	4	4	8	0	4	3	1
NCBI2593655	5	0	1	0	4	0	1	2	0	4	4	2	4	6	0	0	7	1	0	19	1	2	0	7	0	15	1	6	4	11
NCBI2593672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NCBI2593958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
NCBI2593973	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2594003	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0
NCBI2594004	152	156	27	159	158	158	176	22	326	152	220	124	127	192	67	194	97	22	23	110	16	207	301	182	187	116	197	183	150	50
NCBI2594005	2	0	1	1	1	4	0	0	2	3	1	1	4	0	0	0	2	0	3	0	0	0	0	1	2	1	5	4	5	3
NCBI2594265	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2594269	9	5	4	2	4	0	2	0	8	0	3	3	18	4	0	4	0	0	0	0	0	2	21	2	7	0	0	10	0	0
NCBI2594459	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
NCBI2594473	26	7	4	7	48	30	13	0	0	12	6	16	6	63	12	37	25	6	15	14	4	0	10	37	68	37	31	35	12	13
NCBI2594789	0	4	0	0	0	0	0	0	0	0	0	9	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2594795	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2
NCBI2594913	63	54	31	14	0	7	0	0	0	49	0	82	26	0	160	32	0	16	0	0	0	20	31	0	0	0	0	0	39	5
NCBI2596828	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2596890	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NCBI2596912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	1	0	0
NCBI2596913	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2596915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NCBI2596920	0	0	0	0	31	0	0	3	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	11	0	0	15	0	0	0
NCBI2597660	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NCBI2597701	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0
NCBI2597769	4	1	0	0	3	5	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0
NCBI2598453	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2598457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2598579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	6	0	0	0	0	0	0
NCBI2598861	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
NCBI2599293	0	0	20	5	0	0	0	0	4	0	0	0	0	0	4	4	0	5	18	0	6	0	0	12	0	13	0	0	0	0
NCBI2599296	100	50	40	52	41	65	44	16	65	101	62	85	46	54	55	101	94	27	35	50	20	46	78	64	72	84	72	54	116	33
NCBI2599297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI259951	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	184	95	0	0	0	0	102	0	0	0	0
NCBI2599600	13	54	67	79	29	37	16	46	15	87	35	43	46	22	116	24	45	30	70	26	36	22	66	26	36	10	25	37	45	19
NCBI2599640	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2600177	7	9	19	8	14	10	15	3	16	5	9	11	3	17	3	9	7	18	11	5	10	24	8	26	16	9	25	5	10	17
NCBI2600596	0	0	6	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
NCBI2601122	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2601677	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
NCBI2601894	160	54	15	37	173	138	94	5	34	76	23	52	24	91	45	25	65	21	36	177	22	19	48	117	101	154	109	99	177	15
NCBI2601898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
NCBI2602015	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NCBI2602016	19	6	6	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	18	16
NCBI2602067	580	383	2813	666	437	418	315	2040	428	344	2870	148	6394	414	1387	1443	215	925	1619	285	3843	4306	1171	306	556	462	500	290	407	984
NCBI2603206	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2603215	0	0	0	0	9	0	0	0	0	32	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0
NCBI2603277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0
NCBI2603296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	107	0	0
NCBI2603598	0	0	0	3	0	6	0	0	0	4	0	0	3	8	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0
NCBI260364	0	0	12	1	0	0	0	16	9	6	28	6	28	3	6	1	5	0	16	0	17	54	10	1	4	2	0	11	1	12
NCBI2603660	5	6	0	3	0	1	1	2	0	6	1	7	1	4	5	6	11	1	3	0	4	1	5	0	0	0	1	1	0	1
NCBI2604047	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2604537	0	1	5	9	0	0	4	0	3	48	1	28	2	0	6	1	32	0	0	2	0	0	13	0	1	0	0	0	0	0
NCBI2604832	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2604941	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0
NCBI260552	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2605747	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	7	2	0	7	0	0	0
NCBI2605946	1199	476	1627	1070	754	739	410	1461	427	457	1415	402	4403	489	1421	1372	476	793	1263	568	2512	2128	1273	497	578	778	584	422	999	911
NCBI2605989	3946	6373	38323	14033	6709	2016	3442	46988	26253	26502	23770	20134	29771	3718	14515	42525	15813	94852	43510	1765	37161	16777	57887	3859	5076	4691	8413	3240	3709	45710
