#OTUID	CK12	DA21	CK31	DA23	DA13	DA12	A11	AD32	A21	CK21	AD22	CK22	AD21	AD12	DA22	A23	CK23	AD33	AD31	DA11	CK33	AD23	A22	AD11	AD13	CK13	A13	A12	CK11	CK32
NCBI2426	0	0	0	0	0	0	0	1	0	2	0	3	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1
NCBI242600	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0
NCBI2434	662	53	25	660	2534	1108	1292	18	54	67	29	313	44	503	29	265	354	10	14	486	9	33	384	2144	660	500	1128	1116	1658	36
NCBI244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	121	0	0
NCBI244366	0	0	0	0	0	0	0	0	0	205	0	0	0	0	34	0	138	0	0	0	0	0	0	0	0	0	0	0	0	33
NCBI244596	197	153	22	146	256	186	230	163	66	202	56	120	69	239	212	93	153	118	104	273	58	55	89	225	206	250	256	266	236	35
NCBI244734	0	0	0	29	0	0	0	42	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2448054	8	17	9	21	5	11	5	20	1	9	5	14	8	2	23	3	7	11	24	7	7	4	4	6	1	12	4	1	5	14
NCBI245012	0	0	0	0	0	0	0	0	0	29	0	0	0	0	9	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI245014	128	0	0	6	0	0	0	0	0	7	0	7	4	0	238	38	0	0	0	0	0	16	0	16	0	0	23	0	0	0
NCBI245188	1749	97	42	156	1338	1033	559	48	105	162	71	184	141	710	156	221	181	72	48	584	38	93	242	614	804	1201	874	661	1425	65
NCBI246	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI246143	271	5714	1536	4330	355	265	148	4266	759	1749	3501	1290	5284	561	9534	564	1511	4099	5278	136	4988	1194	5932	546	744	525	254	309	484	3886
NCBI246167	818	96	342	26	807	97	7398	183	385	79	391	79	357	8681	97	47	94	141	165	304	125	946	91	4186	11753	764	4917	5302	2713	113
NCBI246432	1	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
NCBI246787	0	8	0	0	9	11	0	5	0	22	0	0	0	0	346	200	25	0	0	21	0	0	0	8	0	0	9	0	27	0
NCBI247	0	0	0	0	0	3	0	0	0	0	0	0	0	0	55	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI247333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
NCBI247480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NCBI247481	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
NCBI247523	8	6	28	20	7	18	222	67	24	29	18	24	11	28	22	6	21	19	6	0	5	64	6	4	23	86	9	10	38	13
NCBI2478348	0	64	22	32	0	0	0	78	18	57	25	0	32	0	111	0	0	34	94	0	0	14	0	0	0	8	0	0	0	194
NCBI2478486	10	8	8	8	2	6	0	4	0	17	3	6	4	5	4	5	8	1	2	12	2	1	2	2	3	15	5	3	1	2
NCBI2478552	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2478662	2	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NCBI2478954	0	0	0	4	0	0	0	0	0	0	0	0	0	0	51	2	0	0	0	8	0	0	0	0	11	8	0	47	9	0
NCBI2479546	0	0	970	0	2	0	0	1068	44	0	1212	0	2400	3	0	6	0	296	554	0	1056	2600	38	3	1	0	5	0	0	254
NCBI2479767	0	0	15	19	18	0	0	0	0	35	0	11	22	0	206	134	0	0	0	17	0	16	44	58	0	0	0	24	0	0
NCBI2483033	0	3	0	1	3	9	18	1	2	0	2	3	3	11	0	2	1	0	0	0	0	1	0	2	13	6	21	8	7	0
NCBI2483110	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI248315	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI248316	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2483401	0	4	0	4	0	2	0	29	5	0	0	0	7	0	7	24	11	12	10	0	10	5	0	0	5	0	0	4	8	0
NCBI2483403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
NCBI2483798	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
NCBI2486272	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2486273	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2487064	0	24	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2487072	0	35	0	168	0	0	0	75	163	0	95	0	0	0	29	58	0	73	41	0	0	17	0	5	0	0	0	0	39	118
NCBI2487074	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2487344	0	0	0	10	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2487353	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2487422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0
NCBI2487742	0	0	0	0	2	0	2	2	6	0	4	0	1	4	0	0	1	1	0	2	4	6	0	3	2	2	0	1	0	1
NCBI2487887	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2488639	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0
NCBI2488665	0	57	11	59	0	0	0	0	25	0	50	0	72	7	21	18	0	23	15	0	6	38	9	0	0	0	15	13	0	10
NCBI2488809	0	11	2	6	17	19	28	2	108	18	1	15	13	37	5	0	9	4	0	7	6	0	0	55	12	31	30	12	18	18
NCBI2488810	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
NCBI248903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0
NCBI2489213	0	0	0	4	0	1	0	0	0	0	0	4	0	0	0	2	0	0	1	0	0	2	0	0	0	2	0	2	1	0
NCBI2489595	1	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	1	1	0	2	0	0	0
NCBI249058	0	10	12	6	0	0	8	0	6	0	11	6	5	0	4	42	13	7	8	0	14	12	15	5	0	0	0	0	0	1
NCBI2490633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2490635	0	5	0	0	0	0	0	0	3	8	0	14	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
NCBI2490853	0	0	0	17	0	0	0	0	33	0	0	53	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0
NCBI2490858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2492837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	68	0	0	0	0
NCBI2493093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0
NCBI2493639	0	0	2	0	0	0	0	0	1	0	4	0	2	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
NCBI2493668	9	89	38	0	0	0	0	0	85	62	0	38	0	0	0	22	25	0	0	0	0	0	0	0	0	24	0	0	0	0
NCBI2493669	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2493673	0	0	0	129	0	0	0	36	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2493675	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2493678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	62	0	0	0
NCBI2494373	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
NCBI2494374	12	2	2	1	10	9	1	0	9	4	4	7	8	12	5	2	2	3	1	8	2	3	10	11	12	13	11	2	10	2
NCBI2494375	617	139	0	332	421	409	697	0	2440	307	218	451	164	550	125	234	282	0	16	552	22	830	829	486	491	617	678	400	506	23
NCBI2494550	109	26	27	49	103	100	93	10	131	66	50	59	28	161	37	219	37	17	20	103	29	48	197	116	158	139	163	112	105	5
NCBI2494701	0	9	0	15	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2495582	0	0	0	1	0	3	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
NCBI2495594	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	1	0
NCBI249586	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	4
NCBI2496265	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2496632	29	24	31	39	43	44	42	35	15	38	25	35	35	14	39	13	38	30	37	39	25	11	5	18	30	39	25	18	56	41
NCBI2496836	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
NCBI2496847	0	53	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2496865	3274	375	302	517	2382	2783	2525	118	413	395	696	409	517	2179	296	417	431	119	116	2561	147	929	443	2264	2590	3295	2917	2433	3264	171
NCBI2496866	94	38	2	42	79	83	87	3	31	24	32	32	16	70	26	26	23	4	0	68	5	17	28	79	72	87	65	85	112	4
NCBI2496867	0	0	0	0	0	0	0	0	0	0	3	9	0	62	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
NCBI2497456	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2497860	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2497861	5	26	8	18	3	3	2	10	0	9	7	7	0	0	26	0	18	14	9	3	28	14	0	1	9	6	16	12	6	10
NCBI2497875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2497879	249	103	40	128	239	192	4520	85	49	73	67	95	61	1435	77	16	85	45	35	311	49	136	11	1235	719	319	712	860	835	47
NCBI2498113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2498135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2498451	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2499145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI250	0	39	0	0	0	0	0	0	27	0	0	0	0	0	28	28	0	0	20	0	0	0	0	0	3	5	0	0	0	0
NCBI2500532	283	282	250	370	269	269	176	233	233	259	147	220	236	275	524	385	245	175	222	208	91	186	359	237	251	209	232	159	307	89
NCBI2500533	358	46	33	80	231	285	186	21	136	65	81	70	78	203	58	120	55	12	13	241	25	112	119	202	210	327	243	219	308	10
NCBI2502779	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
NCBI2502791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NCBI2502843	11	33	10	43	7	12	1	13	22	270	5	116	13	21	107	31	198	10	19	2	16	1	79	12	12	8	1	7	16	1
NCBI2502979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0
NCBI2506427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2507159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NCBI2507160	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0
NCBI2507161	0	0	0	0	0	0	0	0	2	0	1	0	1	0	1	4	0	0	5	0	0	7	0	0	11	1	0	0	0	2
NCBI2507162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NCBI2507538	838	232	66	257	647	699	635	33	106	321	225	420	120	528	129	151	288	43	54	665	39	212	176	615	683	718	707	576	817	71
NCBI2507935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NCBI2508168	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2508306	1242	10302	141171	20113	1826	1590	1071	90507	12147	4253	112945	3117	239943	2898	43548	39750	3804	31568	72727	1457	130345	176965	37719	2333	2933	1224	1572	1257	1009	30181
NCBI2508307	519	4380	64069	8894	618	622	578	40953	6041	1903	51824	1184	117037	1037	17351	18227	1709	14666	31517	1019	64204	83261	18666	1366	1840	761	981	462	751	13691
NCBI2508687	0	1	1	1	0	0	0	3	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	1
NCBI2508880	105	5	1	0	75	48	208	0	18	0	8	1	11	439	4	16	0	0	0	34	0	10	32	322	79	52	267	291	33	0
NCBI2508882	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	3	0	0	0	10	4	0	4	0	0	0	0	0	0	0
NCBI2509458	0	11	8	0	0	0	0	0	0	0	0	0	0	0	11	20	0	0	0	0	5	0	9	0	13	0	0	0	0	3
NCBI2509459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NCBI2509614	6	1	0	2	3	9	1	0	6	6	3	2	0	8	0	0	4	0	0	3	0	0	0	6	7	19	6	5	41	2
NCBI2511069	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2511995	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NCBI2516557	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI251701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0
NCBI2517362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI2517899	0	0	0	0	0	0	0	6	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0
NCBI2518177	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0
NCBI2518343	12	0	0	3	3	0	0	0	0	0	2	0	0	18	0	0	0	0	0	0	0	0	0	6	0	0	0	0	14	9
NCBI2518370	543	92	55	59	932	224	706	55	100	86	59	99	83	1192	97	267	48	20	75	602	69	41	198	476	933	755	1178	506	223	3
NCBI2518371	56	17	0	0	43	25	83	7	0	0	3	5	3	0	3	33	5	0	3	10	0	0	0	15	80	19	39	68	0	0
NCBI2518599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2518645	14	2	1	17	3	3	32	1	0	0	13	0	11	15	0	0	0	8	10	5	5	3	0	22	31	7	34	46	0	13
NCBI2518971	0	9	0	4	0	0	0	2	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2518989	3645	1287	1016	1415	3411	3257	881	1912	2502	3374	770	2234	659	1585	605	1297	2839	2988	1456	4151	1247	544	441	1516	1300	5338	2279	1607	3445	1565
NCBI2520507	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
NCBI252307	179	64	20	106	112	104	132	17	53	51	46	182	58	108	66	62	69	5	11	534	7	61	81	128	118	129	448	235	150	6
NCBI252514	0	0	3	4	0	0	1	1	3	1	9	0	10	0	1	8	2	8	0	4	3	2	4	1	0	0	0	1	8	6
NCBI2527962	6344	2511	0	874	0	1605	0	0	2892	3016	0	2956	2738	1717	1054	1710	3163	0	1476	1853	0	0	9055	1756	4273	0	1757	0	0	0
NCBI2527963	79908	21240	41113	21614	119954	128742	92009	22914	31399	18505	29529	32288	60230	100787	25947	81760	18063	19821	26818	94909	26389	32741	77957	92988	104275	85819	131700	100967	82406	17078
NCBI2527964	7	1	21	2	19	13	4	22	12	17	6	19	5	6	6	27	5	23	11	13	7	10	31	10	2	7	10	14	4	9
NCBI2527968	523	51	64	53	1821	1607	2517	47	194	128	55	92	115	3475	79	956	133	46	78	1529	55	54	1012	2203	2914	724	8441	2578	531	30
NCBI2527971	257	448	684	299	208	308	142	1051	42	76	173	70	209	20	561	54	74	1648	873	195	854	95	127	131	341	120	185	206	102	501
NCBI2527972	2	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	1	0	4	0	2	0	6	0	0	0	1	0	0	1
NCBI2527973	198	25	59	17	63	45	24	57	10	22	14	22	17	62	46	19	11	85	65	36	45	7	24	13	50	286	22	22	10	24
NCBI2527974	0	22	10	15	9	10	7	4	18	32	3	11	5	0	9	93	43	0	6	2	8	5	63	0	4	1	9	4	14	0
NCBI2527975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NCBI2527976	337	9	24	11	1224	192	1589	108	6	17	26	7	9	3851	20	25	14	224	251	146	46	7	39	158	463	1024	337	335	241	29
NCBI2527978	166	179	1451	493	144	86	127	2697	2760	1611	570	1321	562	233	307	4629	1128	6110	1435	93	1360	451	6569	551	102	387	1176	116	130	1554
NCBI2527979	9299	2730	4307	3239	12970	12190	11030	2496	3203	2225	3219	3372	6432	10684	3648	7941	2116	2147	3329	11671	3183	3372	7125	9990	9281	9391	14617	10883	9888	1787
NCBI2527980	1	2	0	4	1	2	1	2	1	4	0	5	1	1	0	3	1	0	3	4	1	1	3	0	1	1	0	12	2	0
NCBI2527982	0	0	1	0	0	0	2	0	9	0	0	2	3	1	0	4	0	2	2	0	0	2	9	0	0	2	1	0	0	0
NCBI2527983	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0
NCBI2527984	17	40	44	10	23	30	34	47	13	40	9	27	14	68	43	23	34	51	32	18	81	4	59	9	12	33	48	26	18	32
NCBI2527989	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	2	0	0
NCBI2527990	4303	55	70	42	5142	4966	33767	54	175	101	44	63	126	56159	99	268	84	37	63	4348	76	63	297	35457	52272	5126	48397	33231	3809	32
NCBI2527994	69	9	8	30	977	495	696	8	182	45	3	10	2	716	40	502	12	17	6	450	10	5	598	455	710	85	1086	842	82	5
NCBI2527995	386	3438	17308	5765	509	376	362	18731	12369	7460	5684	4314	13854	339	7656	54434	4897	22465	20323	371	27110	4582	61520	496	325	465	754	595	155	9808
NCBI2527996	96	54	99	77	113	89	119	120	60	103	58	73	132	197	107	205	73	140	134	79	117	65	291	98	96	136	144	113	109	52
NCBI2527998	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1
NCBI2528007	2	12	578	18	6	4	1	772	13	4	341	2	442	0	46	58	6	1244	861	3	986	181	62	5	4	5	3	4	1	351
NCBI2528008	8	24	19	24	28	13	8	20	9	15	8	11	24	14	29	1	20	27	17	16	31	9	3	13	15	15	12	12	13	15
NCBI2528009	2	21	15	16	4	2	0	37	1	20	25	21	39	0	23	4	17	11	11	2	23	9	21	1	1	0	2	2	2	1
NCBI2528010	8	28	38	21	4	10	5	112	8	37	10	39	24	8	38	28	26	114	104	4	44	7	29	4	5	2	6	0	5	14
NCBI2528016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0
NCBI2528017	180	56	90	60	156	186	558	52	112	79	63	84	147	1129	72	170	81	68	106	147	91	64	212	695	906	154	791	557	153	38
NCBI2528018	115	57	68	67	108	112	83	69	136	89	77	77	181	132	94	16	117	24	60	111	59	119	69	103	116	82	125	91	112	22
NCBI2528019	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2528021	4	1	0	0	0	0	0	1	0	3	1	3	0	1	1	4	3	0	0	0	0	0	0	0	0	0	1	0	0	0
NCBI2528022	0	2471	0	861	0	0	0	0	0	986	0	0	1344	0	0	0	1036	0	0	0	0	2684	0	0	0	0	0	1619	0	1442
NCBI2528023	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2528024	0	0	0	8	0	5	5	0	0	0	0	0	0	0	0	6	0	1	11	0	3	0	0	0	0	2	5	0	0	0
NCBI2528025	35	21	26	55	55	29	43	48	18	67	30	39	57	51	42	112	33	36	65	34	50	25	137	27	44	46	48	53	14	28
NCBI2528026	7	1	6	3	139	2	5	2	6	4	3	4	2	10	3	21	2	4	2	5	2	2	19	5	4	5	19	11	4	2
NCBI2528027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0
NCBI2528035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2528037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
NCBI2528203	0	0	0	0	0	0	0	0	0	179	0	357	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2528964	0	11	4	0	0	0	0	11	2	0	0	0	0	14	0	0	0	6	0	0	17	0	0	0	0	0	0	0	103	0
NCBI2529032	842	860	135	1510	714	827	638	208	2396	2679	1433	2171	1073	748	743	1201	2866	166	323	787	195	950	3125	700	581	1066	659	465	1162	227
NCBI252967	0	5	1	0	4	0	0	7	0	5	4	2	5	0	4	0	3	3	6	0	0	3	0	2	0	0	0	0	0	7
NCBI252970	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NCBI253	0	0	0	0	2	0	0	0	0	9	7	0	0	0	0	7	0	0	0	0	0	3	0	0	0	2	0	5	0	0
NCBI2530390	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI253237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
NCBI253239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0
NCBI253245	9	51	4	15	10	8	19	9	61	18	31	22	13	14	8	41	14	4	4	22	11	20	117	9	10	6	49	23	8	20
NCBI253703	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NCBI253830	2075	6693	1767	4495	1907	1303	239	1610	1073	3203	1173	2678	1335	966	4215	3429	4911	1604	3600	1492	2062	280	2047	519	642	2568	700	377	2006	1157
NCBI254	0	0	0	0	1	0	3	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	1	0	0
NCBI254004	402	2189	344	928	186	265	717	957	1748	625	397	1250	167	630	1596	4673	1903	2809	963	217	1093	379	5792	679	1290	336	1403	448	149	260
NCBI254247	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2545632	0	11	4	0	8	0	1	0	8	0	0	7	7	0	0	0	0	0	0	13	9	14	5	18	0	23	5	2	26	8
NCBI2545798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NCBI2546201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NCBI2546359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NCBI2546366	0	0	0	1	0	0	0	0	0	1	7	1	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	1	0
NCBI2547394	3	0	0	1	0	0	1	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	3	1	1	0	0	0	0
NCBI2547399	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
NCBI2547598	0	104	83	326	21	16	6	25	151	46	204	59	112	2	175	69	80	13	25	70	43	259	90	17	4	9	2	14	0	171
NCBI2547601	44	29	53	79	80	0	38	36	136	222	16	109	0	32	173	153	148	0	39	0	41	47	180	12	63	0	85	45	14	44
NCBI2548456	19	3	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	9	0	0	0	6	10	0	0	0	0	0
NCBI254955	1296	1188	528	2385	1414	1284	885	266	2913	2305	2651	3577	1206	1449	891	2053	2430	550	244	978	308	3292	2692	756	941	1743	932	1175	1661	432
NCBI255247	15	14	2	4	12	32	8	0	5	6	1	7	4	8	27	6	5	1	1	35	3	1	5	6	27	60	10	15	13	0
NCBI2552942	14	8	4	11	19	9	17	2	14	20	7	27	14	21	9	26	16	3	4	23	6	7	25	31	26	25	25	20	16	5
NCBI2552945	0	0	0	0	0	0	0	0	2	16	1	30	0	0	2	10	20	0	0	0	0	0	0	1	0	0	0	0	0	0
NCBI255507	11	3	0	5	0	0	0	0	6	0	0	0	0	63	0	0	2	0	0	0	6	0	0	14	0	13	9	0	0	0
NCBI2558175	0	2	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
